timestamp,dni_W_m2,solar_power_W,solar_power_raw_W,solar_power_effective_W,solar_power_curtailed_W,solar_power_kW,solar_power_absorbed_kW,solar_power_available_W,m_col_vol_flow_m3s,m_col_use_m3s,m_ctes_use_m3s,m_ctes_charge_use_m3s,m_ctes_discharge_avail_m3s,m_recirc_m3s,m_oil_hex_m3s,htf_in_temp_C,collector_t_out_C,oil_out_C,water_out_C,provided_W,provided_kW,solar_contribution_W,solar_to_factory_kW,ctes_contribution_W,ctes_to_factory_kW,remaining_solar_W,required_oil_in_C,hex_temp_sufficient,factory_load_W,factory_load_kW,operation_mode,net_power_W,ctes_energy_J,ctes_energy_MWh,ctes_soc_pct,ctes_temp_C,concrete_T_z0_C,concrete_T_z_mid_C,concrete_T_z_max_C,provided_from_ctes_W,provided_from_ctes_kW,backup_heater_W,backup_heater_kW,tolerated_deficit_W,tolerated_deficit_cumulative_MWh,ctes_loss_cumulative_MWh,ctes_current_loss_kW,ctes_charge_input_W,ctes_discharge_output_W,ctes_balance_residual_state_W,ctes_balance_residual_with_loss_W,hex_flow_balance_m3s
2026-07-11 01:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-311718918.5404927,-0.0865885884834702,-0.06098768878280857,,129.89022216019094,129.89022216019094,129.89022216019094,0.0,0.0,0.0,0.0,0.0,0.0,-0.08956993503786059,-48.83196806747184,0.0,0.0,-47206.589868027666,1625.3781994441742,0.0
2026-07-11 01:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-340040047.67197967,-0.09445556879777213,-0.06652870701017832,,129.88024832738168,129.88024832738168,129.88024832738168,0.0,0.0,0.0,0.0,0.0,0.0,-0.09770778470184528,-48.82709798390818,0.0,0.0,-47201.881885811585,1625.2160980966,0.0
2026-07-11 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-368358352.2957153,-0.10232176452658757,-0.07206917262367239,,129.8702754892774,129.8702754892774,129.8702754892774,0.0,0.0,0.0,0.0,0.0,0.0,-0.10584482276618626,-48.82222838604593,0.0,0.0,-47197.17437289268,1625.054013153247,0.0
2026-07-11 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-396673832.6936017,-0.1101871757482227,-0.07760908567844481,,129.8603036457788,129.8603036457788,129.8603036457788,0.0,0.0,0.0,0.0,0.0,0.0,-0.11398104931182572,-48.817359273836715,0.0,0.0,-47192.46732981076,1624.891944025956,0.0
2026-07-11 02:20:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-424986489.1473781,-0.11805180254093836,-0.08314844622961773,,129.8503327967867,129.8503327967867,129.8503327967867,0.0,0.0,0.0,0.0,0.0,0.0,-0.1221164644196977,-48.81249064723197,0.0,0.0,-47187.76075629393,1624.7298909380406,0.0
2026-07-11 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-453296321.93846214,-0.12591564498290614,-0.08868725433225043,,129.84036294220195,129.84036294220195,129.84036294220195,0.0,0.0,0.0,0.0,0.0,0.0,-0.13025106817072826,-48.80762250618331,0.0,0.0,-47183.05465180675,1624.5678543765607,0.0
2026-07-11 02:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-481603331.3484325,-0.13377870315234236,-0.09422551004143365,,129.83039408192542,129.83039408192542,129.83039408192542,0.0,0.0,0.0,0.0,0.0,0.0,-0.1383848606458353,-48.80275485064229,0.0,0.0,-47178.34901661724,1624.4058340250485,0.0
2026-07-11 02:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-509907517.65894806,-0.14164097712748558,-0.09976321341227387,,129.8204262158579,129.8204262158579,129.8204262158579,0.0,0.0,0.0,0.0,0.0,0.0,-0.1465178419259287,-48.797887680560464,0.0,0.0,-47173.643850859306,1624.2438297011613,0.0
2026-07-11 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-538208881.1516685,-0.1495024669865746,-0.10530036449987772,,129.81045934390022,129.81045934390022,129.81045934390022,0.0,0.0,0.0,0.0,0.0,0.0,-0.1546500120919103,-48.793020995889414,0.0,0.0,-47168.93915453414,1624.0818413552697,0.0
2026-07-11 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-566507422.1080109,-0.1573631728077808,-0.11083696335930425,,129.80049346595325,129.80049346595325,129.80049346595325,0.0,0.0,0.0,0.0,0.0,0.0,-0.16278137122467373,-48.78815479658066,0.0,0.0,-47164.23492723723,1623.91986934343,0.0
2026-07-11 03:20:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-594803140.8095537,-0.16522309466932047,-0.11637301004564428,,129.79052858191784,129.79052858191784,129.79052858191784,0.0,0.0,0.0,0.0,0.0,0.0,-0.1709119194051047,-48.78328908258582,0.0,0.0,-47159.53116923809,1623.7579133477266,0.0
2026-07-11 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-623096037.5377145,-0.17308223264936515,-0.12190850461395698,,129.78056469169488,129.78056469169488,129.78056469169488,0.0,0.0,0.0,0.0,0.0,0.0,-0.17904165671408076,-48.77842385385645,0.0,0.0,-47154.8278802679,1623.5959735885554,0.0
2026-07-11 03:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-651386112.57391,-0.1809405868260861,-0.12744344711930147,,129.77060179518526,129.77060179518526,129.77060179518526,0.0,0.0,0.0,0.0,0.0,0.0,-0.18717058323247143,-48.77355911034414,0.0,0.0,-47150.12506032586,1623.4340500182807,0.0
2026-07-11 03:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-679673366.1995578,-0.18879815727765495,-0.132977837616737,,129.76063989228987,129.76063989228987,129.76063989228987,0.0,0.0,0.0,0.0,0.0,0.0,-0.1952986990411382,-48.76869485200055,0.0,0.0,-47145.422709412975,1623.2721425875789,0.0
2026-07-11 04:00:00+00:00,13.938,43248.77772,43248.77772,43248.77772,0.0,43.24877772,43.24877772,43248.77772,0.00010327185490185316,0.0,0.0,0.00010327185490185316,0.0,0.0,0.0,129.81613513837553,310.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-614719502.2171261,-0.17075541728253504,-0.1202696386394368,129.81613513837553,130.96639713730164,129.75861172238612,129.75861172238612,0.0,0.0,0.0,0.0,0.0,0.0,-0.20343024704657126,-48.789288032598265,43248.77772,0.0,65007.66225071941,113796.95028331768,0.0
2026-07-11 04:10:00+00:00,96.582,299688.15108000004,299688.15108,299688.15108000004,0.0,299.68815107999995,299.68815108,299688.15108,0.0007148917300385152,0.0,0.0,0.0007148917300385152,0.021,0.0,0.0,129.76842437526645,310.0,129.81613513837553,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,89648576.49087444,0.024902382358576232,0.017539710160828843,129.76842437526645,136.67953380815376,129.75070948119063,129.75070947132573,0.0,0.0,0.0,0.0,0.0,0.0,-0.21158904756576766,-48.952803115178455,299688.15108000004,0.0,874258.6467666675,923211.449881846,0.0
2026-07-11 04:20:00+00:00,229.314,711547.58316,711547.5831599999,711547.58316,0.0,711.5475831599999,711.54758316,711547.5831599999,0.0016969194060811766,0.0,0.0,0.0016969194060811766,0.021,0.0,0.0,129.7505216254042,310.0,129.76842437526645,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,2560751379.4577036,0.7113198276271399,0.501010041070789,129.7505216254042,144.95476704180552,129.74458884662596,129.74152196914673,0.0,0.0,0.0,0.0,0.0,0.0,-0.21982752063557384,-49.43083841883694,711547.58316,0.0,3406957.0884513822,3456387.9268702194,0.0
2026-07-11 04:30:00+00:00,362.796,1125734.22024,1125734.22024,1125601.7931050714,132.42713492852636,1125.73422024,1125.73422024,1125734.22024,0.002684420711834854,0.0,0.0,0.002684420711834854,0.021,0.0,0.0,129.7757882835511,310.0,129.7505216254042,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,7420432988.195431,2.061231385609842,1.4518049139804188,129.7757882835511,153.63461394011372,130.05607947183026,129.7323727956905,0.0,0.0,0.0,0.0,0.0,0.0,-0.22821238983847525,-50.30921521740861,1125601.7931050714,0.0,6973867.55479114,7024176.770008549,0.0
2026-07-11 04:40:00+00:00,478.578,1484998.8193199998,1484998.8193199998,1465394.170969346,19604.648350653704,1484.9988193199997,1484.9988193199997,1484998.8193199998,0.003541611200105696,0.0,0.0,0.003541611200105696,0.021,0.0,0.0,132.6022991383364,310.0,129.7757882835511,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,14631347176.519672,4.064263104588798,2.862617553829642,132.6022991383364,162.1603218645245,131.48971914494908,129.7835784466259,0.0,0.0,0.0,0.0,0.0,0.0,-0.236808668219883,-51.577670288446605,1465394.170969346,0.0,10552796.14290439,10604373.813192837,0.0
2026-07-11 04:50:00+00:00,574.655,1783119.9856999994,1783119.9856999996,1717245.7350697787,65874.25063022086,1783.1199856999997,1783.1199856999995,1783119.9856999996,0.00431948080431593,0.0,0.0,0.00431948080431593,0.021,0.0,0.0,140.31973750432223,310.0,132.6022991383364,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,23791520140.653538,6.608755594625983,4.654801937597555,140.31973750432223,170.3782599420942,133.92022697908456,130.18841762072606,0.0,0.0,0.0,0.0,0.0,0.0,-0.24567042191673114,-53.17052218108873,1717245.7350697787,0.0,13549709.205153331,13602879.72733442,0.0
2026-07-11 05:00:00+00:00,653.685,2028345.3339000002,2028345.3339,1935820.1513658192,92525.18253418081,2028.3453339,2028.3453339000002,2028345.3339,0.00513447259067407,0.0,0.0,0.00513447259067407,0.021,0.0,0.0,149.3362867199371,310.0,140.31973750432223,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,34478945249.24005,9.57748479145557,6.74579262710676,149.3362867199371,178.24383662248852,137.11813451478804,131.09169481771488,0.0,0.0,0.0,0.0,0.0,0.0,-0.2548401616709246,-55.018438525160995,1935820.1513658192,0.0,15876555.029611705,15931573.468136866,0.0
2026-07-11 05:10:00+00:00,718.952,2230864.91888,2230864.9188800002,2112930.373394097,117934.54548590304,2230.8649188800005,2230.86491888,2230864.9188800002,0.005961357592337673,0.0,0.0,0.005961357592337673,0.021,0.0,0.0,159.11708586979205,310.0,149.3362867199371,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,46383846403.39679,12.88440177872133,9.07498204550741,159.11708586979205,185.7388911646112,140.93249165826438,132.5215722441783,0.0,0.0,0.0,0.0,0.0,0.0,-0.26435182976233557,-57.07000854846547,2112930.373394097,0.0,17728571.550200466,17785641.55874893,0.0
2026-07-11 05:20:00+00:00,773.311,2399537.63434,2399537.63434,2257926.3850380383,141611.24930196162,2399.53763434,2399.53763434,2399537.63434,0.006825446772266335,0.0,0.0,0.006825446772266335,0.021,0.0,0.0,169.25253155163253,310.0,159.11708586979205,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,59248613929.84166,16.457948313844906,11.591968957432943,169.25253155163253,192.8613414901612,145.23458841809313,134.47533576276527,0.0,0.0,0.0,0.0,0.0,0.0,-0.2742322251768644,-59.282372487173035,2257926.3850380383,0.0,19183352.825703412,19242635.198190585,0.0
2026-07-11 05:30:00+00:00,819.025,2541385.4335,2541385.4335,2376526.9952072133,164858.43829278648,2541.3854334999996,2541.3854334999996,2541385.4335,0.007748091599508307,0.0,0.0,0.007748091599508307,0.021,0.0,0.0,179.5264332815977,310.0,169.25253155163253,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,72870056803.21745,20.24168244533818,14.256999115447988,179.5264332815977,199.61725052828044,149.92339831993132,136.93413252161946,0.0,0.0,0.0,0.0,0.0,0.0,-0.28450250039962144,-61.621651336542236,2376526.9952072133,0.0,20325877.793752443,20387499.445088986,0.0
2026-07-11 05:40:00+00:00,857.838,2661819.84372,2661819.84372,2473660.2774722334,188159.56624776637,2661.81984372,2661.81984372,2661819.84372,0.00875420458146973,0.0,0.0,0.00875420458146973,0.021,0.0,0.0,189.79003846795982,310.0,179.5264332815977,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,87084158819.5605,24.190044116544584,17.03798281113989,189.79003846795982,206.01705029122706,154.91713496403807,139.8723325088023,0.0,0.0,0.0,0.0,0.0,0.0,-0.2951792434598114,-64.06045836113962,2473660.2774722334,0.0,21216509.74976618,21280570.20812732,0.0
2026-07-11 05:50:00+00:00,891.089,2764995.70166,2764995.70166,2552752.7386304103,212242.9630295895,2764.9957016599997,2764.9957016599997,2764995.70166,0.009871577314222765,0.0,0.0,0.009871577314222765,0.021,0.0,0.0,199.94970054108103,310.0,189.79003846795982,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,101754657769.4512,28.265182713736444,19.908260394655336,199.94970054108103,212.07347833238708,160.14783389773535,143.26054917261476,0.0,0.0,0.0,0.0,0.0,0.0,-0.30627524486296887,-66.57600841894471,2552752.7386304103,0.0,21898078.84452076,21964654.852939703,0.0
2026-07-11 06:00:00+00:00,919.809,2854112.1384599996,2854112.1384599996,2615970.2478231704,238141.8906368292,2854.1121384599996,2854.1121384599996,2854112.1384599996,0.011134195181482065,0.0,0.0,0.011134195181482065,0.021,0.0,0.0,209.9574183289024,310.0,199.94970054108103,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,116765330851.61964,32.434814125449904,22.84509291878348,209.9574183289024,217.80045248140215,165.55775886564973,147.0669016673174,0.0,0.0,0.0,0.0,0.0,0.0,-0.3178000509771343,-69.14883668499257,2615970.2478231704,0.0,22401818.222457565,22470967.05914256,0.0
2026-07-11 06:10:00+00:00,944.797,2931648.4031799994,2931648.40318,2664610.5684500225,267037.8347299774,2931.64840318,2931.6484031799996,2931648.40318,0.012587042362230755,0.0,0.0,0.012587042362230755,0.021,0.0,0.0,219.7932665026787,310.0,209.9574183289024,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,132015611973.038,36.671003325843884,25.82880466537285,219.7932665026787,223.2124279937274,171.09731369863707,151.2580513084409,0.0,0.0,0.0,0.0,0.0,0.0,-0.32976039652929484,-71.7620733129631,2664610.5684500225,0.0,22752524.633913893,22824286.707226858,0.0
2026-07-11 06:20:00+00:00,966.682,2999556.24508,2999556.24508,2699611.1081485706,299945.13693142915,2999.55624508,2999.55624508,2999556.24508,0.01429222624877406,0.0,0.0,0.01429222624877406,0.021,0.0,0.0,229.44001471051067,310.0,219.7932665026787,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,147417773328.50665,40.94938148014074,28.842231722440935,229.44001471051067,228.3239998423953,176.7236445895746,155.80001351060477,0.0,0.0,0.0,0.0,0.0,0.0,-0.342160559577907,-74.40097829167297,2699611.1081485706,0.0,22970657.817632526,23045058.795924198,0.0
2026-07-11 06:30:00+00:00,985.961,3059377.8253400004,3059377.82534,2721781.8296616753,337595.9956783247,3059.37782534,3059.3778253400005,3059377.82534,0.01633593486461429,0.0,0.0,0.01633593486461429,0.021,0.0,0.0,238.86408052835705,310.0,229.44001471051067,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,162894148327.71463,45.24837453547629,31.870178650901508,238.86408052835705,233.14962740467453,182.39930486281912,160.65828724066623,0.0,0.0,0.0,0.0,0.0,0.0,-0.3550026393471811,-77.0524786156447,2721781.8296616753,0.0,23072176.50235162,23149228.980967265,0.0
2026-07-11 06:40:00+00:00,1003.032,3112348.1140799997,3112348.1140799997,2731708.6557263806,380639.4583536191,3112.34811408,3112.34811408,3112348.1140799997,0.0188380462516861,0.0,0.0,0.0188380462516861,0.021,0.0,0.0,248.01117066498696,310.0,238.86408052835705,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,178374028272.46945,49.54834118679707,34.898811320635694,248.01117066498696,237.70343894905977,188.09086161955938,165.79719895242516,0.0,0.0,0.0,0.0,0.0,0.0,-0.3682867469266156,-79.70464547660691,2731708.6557263806,0.0,23068091.252198324,23147795.89767493,0.0
2026-07-11 06:50:00+00:00,1018.217,3020223.2068100898,3159466.2579799998,2696182.5234066457,463283.734573354,3159.4662579799997,3020.22320681009,3159466.2579799998,0.021,0.0,0.0,0.021,0.021,0.0,0.0,254.96058140733712,310.0,248.01117066498696,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,193633094697.3102,53.78697074925284,37.88424190852446,254.96058140733712,241.99524121446345,193.7070727814481,171.08444583369695,0.0,0.0,0.0,0.0,0.0,0.0,-0.3820066124525577,-82.31919315565236,2696182.5234066457,0.0,22735594.851327952,22817914.044483606,0.0
2026-07-11 07:00:00+00:00,1031.779,2679235.1855209246,3201548.3302599997,2575349.098952296,626199.2313077035,3201.5483302599996,2679.2351855209245,3201548.3302599997,0.021,0.0,0.0,0.021,0.021,0.0,0.0,257.1858064653764,310.0,254.96058140733712,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,208239241129.53076,57.844233647091876,40.74192894624168,257.1858064653764,246.03026512083994,199.08155860922415,176.2427323630849,0.0,0.0,0.0,0.0,0.0,0.0,-0.3961436251792684,-84.82207636026439,2575349.098952296,0.0,21768228.288081955,21853050.364442218,0.0
2026-07-11 07:10:00+00:00,1043.933,2570133.3140970487,3239261.46302,2462740.5608850643,776520.9021349358,3239.26146302,2570.1333140970487,3239261.46302,0.021,0.0,0.0,0.021,0.021,0.0,0.0,259.48233800115804,310.0,257.1858064653764,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,222176368804.06485,61.71565800112913,43.468722716477146,259.48233800115804,249.82410035289476,204.21171894830124,181.22734183168234,0.0,0.0,0.0,0.0,0.0,0.0,-0.4106786886143266,-87.21038061034918,2462740.5608850643,0.0,20765805.563338418,20853015.943948768,0.0
2026-07-11 07:20:00+00:00,1054.858,2457582.766010411,3273161.0825199997,2354762.185369262,918398.8971507377,3273.1610825199996,2457.582766010411,3273161.0825199997,0.021,0.0,0.0,0.021,0.021,0.0,0.0,261.67770278379345,310.0,259.48233800115804,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,235476516803.3555,65.41014355648764,46.070891653620635,261.67770278379345,253.39117263695965,209.10886111048964,186.04465642793915,0.0,0.0,0.0,0.0,0.0,0.0,-0.4255936219330454,-89.48959991231291,2354762.185369262,0.0,19812151.14678182,19901640.746694133,0.0
